row_id,pseudo_query
7478,Argentinian Malbec with dark fruit and licorice notes
7479,Italian sparkling wine with floral and almond notes
7480,Champagne Blanc de Blancs with crisp apple flavors
7481,Argentinian red blend with dark fruit and chocolate notes
7482,Italian prosecco with floral aromas and mineral tones
7483,Canadian Riesling with citrus and mineral flavors
7484,California Petite Sirah with blackberry and chocolate flavors
7485,Rutherford Cabernet Sauvignon with black pepper notes
7486,St. Helena Merlot with cranberry and vanilla flavors
7487,Australian Pinot Noir with cherry and mocha flavors
7488,rich champagne from France ready to drink now
7489,crisp and bright Chardonnay from Champagne under $70
7490,toasty and fruity champagne good for drinking now
7491,Portuguese red wine with plum and spice notes under $30
7492,fruity fresh Pinot Noir Champagne for aging
7493,Oregon Pinot Noir with red fruit and chocolate notes
7494,Italian sparkling wine with pear and citrus flavors
7495,California Pinot Noir with cherry and spice flavors
7496,Dry Creek Valley Viognier with apple and honey notes
7497,Santa Barbara Chardonnay with lemon and herbal notes
7498,Arroyo Seco Pinot Noir with black pepper and raspberry notes
7499,St. Helena Cabernet Sauvignon with red fruit flavors
7500,Monterey Chardonnay with lemon and green apple flavors
7501,New Zealand Sauvignon Blanc easy drinking under $20
7502,dry and crisp sauvignon blanc from Sonoma for goat cheese
7503,Sonoma Coast Pinot Noir with cherry and cola flavors
7504,affordable Tuscan red wine with cherry and almond notes
7505,crisp California Chardonnay with lemon and vanilla flavors
7506,good value Chianti Classico with refreshing acidity
7507,Sonoma Chardonnay under $20 with citrus and tropical fruit
7508,Napa red blend blackberries cherries chocolate not worth the price
7509,earthy Tuscan Sangiovese with red berry and spice
7510,fruity Napa Cabernet Sauvignon for steak dinner tonight
7511,easy drinking Chianti Classico good with pasta
7512,Chianti Rufina Riserva wine pairing with roast chicken
7513,soft red blend wine with cherry and mocha flavors
7514,Spanish red wine earthy and meaty under $20
7515,big oaked Spanish red wine with dark fruit flavors
7516,cheap Malbec wine with chocolatey finish under $15
7517,dry Riesling from Finger Lakes with apple and lime
7518,lush Napa red blend with raspberry and cherry flavors
7519,Tuscan red blend with chocolate and cherry notes under $20
7520,"Sonoma Cabernet Sauvignon with chocolate and cherry notes, needs aging"
7521,cheap Portuguese white wine creamy and fruity
7522,"Spanish red blend Jumilla, black fruit, chocolate, and spice"
7523,Calera Pinot Noir Mt. Harlan raspberry and bacon flavors
7524,"Tuscan red blend for red meat, cherry and blackberry notes"
7525,bold Tuscan red blend Cabernet Syrah Bolgheri Italy
7526,"Vinho Verde white wine, crisp and creamy, under $20"
7527,"Mallorcan red wine blend with prune, earth, and spice flavors"
7528,20 year tawny port with almond flavor
7529,Chardonnay with pineapple and mango flavors from Edna Valley
7530,"Loire Valley Cabernet Franc with plum and chocolate, needs aging"
7531,smooth Bordeaux blend from Montagne-Saint-Émilion
7532,sweet white Bordeaux Saint-Croix-du-Mont
7533,Oregon Pinot Noir organic earthy chocolate notes
7534,buttery Chardonnay Russian River Valley
7535,Sancerre Sauvignon Blanc crisp and fruity
7536,"Carmel Valley red blend similar to Bordeaux, good now or age a bit"
7537,light and floral white wine from Cyprus under $20
7538,cheap Chardonnay from Romania good with pork or chicken
7539,unique rosé wine with butterscotch and melon notes
7540,Lodi Zinfandel with peppery and dark fruit flavors under $15
7541,Chilean Sauvignon Blanc with green notes and bell pepper flavor
7542,California Merlot with cherry and cocoa flavors for everyday drinking
7543,oaky Chardonnay Russian River Valley pineapple vanilla
7544,Argentinian Malbec under $15 with plum and rhubarb flavors
7545,creamy Sauvignon Blanc from Chile drink soon
7546,Greek Sauvignon Blanc good with seafood
7547,Sonoma Coast Chardonnay pineapple and oak with minerality
7548,Romanian Riesling cheap serve chilled with cheese
7549,Argentinian Merlot leathery and berry flavors
7550,Chilean Carmenere dark fruit and savory flavors under $15
7551,affordable Chardonnay Monterey County pineapple flavor
7552,Cheap Bordeaux red blend with chocolate and berry flavors under $15
7553,light and fresh champagne blend for a romantic evening under $15
7554,sweet white wine for grilled fish with floral and spicy notes
7555,California cabernet sauvignon with cherry and blackberry flavors under $25
7556,Chilean Cabernet Sauvignon under $15 with green pepper notes
7557,light and refreshing pinot grigio with pear and lime notes under $10
7558,"Paso Robles Pinot Noir, earthy flavors, not subtle"
7559,"Sauvignon Blanc with melon and grapefruit flavors, Central Valley Chile, cheap"
7560,"Cheap Cabernet Sauvignon from Chile, not offensive, Central Valley under $10"
7561,"Carmenere from Maipo Valley Chile, cherry and spice, under $10"
7562,"White blend from Northeastern Italy, lemony and custardy, under $20"
7563,"Pinot Grigio from Trentino Italy, spicy notes, under $15"
7564,Simple and watery Viognier from California under $10
7565,Chianti Sangiovese with cherry and tobacco flavors under $15
7566,Lean and fresh Sauvignon Blanc from Casablanca Valley Chile under $20
7567,Sharp Chardonnay from Cachapoal Valley Chile under $10
7568,"Cheap Chilean Merlot with plum and berry flavors, hints of green pepper"
7569,"Chilean Chardonnay with apple and mustard flavors, good acidity, under $10"
7570,"Cheap Cabernet Sauvignon from Chile with cherry and plum notes, buttery finish"
7571,"California Pinot Noir with tobacco and cherry flavors, smooth texture, under $20"
7572,"Light and simple white wine for seafood, green apple and citrus, under $10"
7573,"Dark and earthy Petite Sirah from Mexico, tar and molasses notes, under $10"
7574,"Kosher Pinot Grigio from Italy, simple apple flavor, under $15"
7575,"Chilean Chardonnay, overripe fruit flavors, high acidity, woody finish, under $20"
7576,"Light white wine with spritz, club soda and lime flavors, under $10"
7577,"Chilean Syrah, sweet and candied flavors, mild vegetal hint, pleasant texture, under $10"
7578,Sweet Rosé Champagne under $80 with red-berry fruits and balanced acidity
7579,"Sparkling rosé from Alsace, tart red-currant fruit, zesty finish, around $30"
7580,"Dry and refreshing sparkling wine from Alsace, red-currant fruit, under $20"
7581,"Fruity California Sauvignon Blanc with apple and grapefruit, easy to drink, under $15"
7582,"Oregon Albariño with apple and pear flavors, tangy and ripe, drink now"
7583,"Italian Prosecco with pear and apple flavors, fresh acidity, soft bubbles, under $30"
7584,Italian Malvasia wine with nutty and orange peel flavors under $50
7585,fruity California Chardonnay with citrus and pear notes under $15
7586,"New Zealand Pinot Noir with Dr. Pepper notes, oaky"
7587,"Sweet Riesling from Canada with citrus and tea notes, cheap"
7588,light and dry Vermentino from California with melon flavors
7589,light and fresh Austrian sparkling wine with pear and citrus
7590,California Cabernet Sauvignon under $20 for pasta night
7591,earthy Cabernet Franc from Canada with strong tannins
7592,"fruity rosé Champagne with raspberry flavor, good quality"
7593,"Napa red blend with Cabernet Sauvignon, oaky, expensive"
7594,light and refreshing Italian Prosecco with apple and pear
7595,"Sonoma red blend with cherry and cedar flavors, good quality"
7596,"creamy French Champagne, good for aperitif, around $50"
7597,"sweet Champagne with apple and almond flavors, around $50"
7598,"crisp and fruity Barbera from California, raspberry flavor"
7599,"Oregon Pinot Noir with leather and cherry notes, drink now"
7600,Willamette Valley Pinot Gris with pear and apple flavors under $20
7601,"Italian sparkling wine with lime and apple flavors, good acidity"
7602,"Prosecco with green apple and white peach notes, refreshing finish"
7603,"Argentinian Cabernet Franc with cherry and plum, smoky finish under $15"
7604,"South African red blend with herbal and black fruit notes, chocolate finish"
7605,"Italian Prosecco with floral and pear notes, crisp bubbles"
7606,"Bone-dry Prosecco with pear and apple flavors, very fresh"
7607,"Italian sparkling wine with apple and almond flavors, crisp"
7608,"Affordable New Zealand Riesling, apple and citrus flavors"
7609,"Crisp Sicilian white wine blend under $10, good value"
7610,"Napa Chardonnay with sweet oak, vanilla, and butterscotch flavors"
7611,"Fruity Beaujolais wine with soft tannins, good acidity under $10"
7612,"Yountville Cabernet Sauvignon, dry and tannic"
7613,Sicilian Nero d'Avola with earthy and savory aromas
7614,"Rioja Tempranillo, red berry and citrus flavors, affordable"
7615,Sicilian Grillo with yellow rose and peach aromas
7616,crisp Spanish white wine Rías Baixas with minerality and citrus notes under $30
7617,Beaujolais wine with cherry flavor and good acidity for food pairing
7618,Alexander Valley Cabernet Sauvignon easy to drink with blackberry and cola flavors
7619,Sonoma Merlot ripe cherry flavor with peppery spice notes
7620,Columbia Valley Viognier with unique sweet and sour flavors under $20
7621,light and fresh Sicilian white wine for salad pairing
7622,Finger Lakes Pinot Gris light body with wildflower and lime zest notes
7623,Australian Riesling very citrusy and crisp good with oysters
7624,Cachapoal Valley Sauvignon Blanc tangy and refreshing palate cleanser wine
7625,easy drinking Sicilian red blend with berry and almond flavors under $15
7626,Sicilian white wine good with seafood under $15
7627,Nerello Mascalese wine from Sicily with wild fruit and mineral notes
7628,Burgundy Chardonnay soft and fruity with citrus notes
7629,Sicilian red blend Frappato-Syrah light earthy and spicy
7630,Arroyo Seco Pinot Noir silky texture with cola flavors
7631,New York sparkling Pinot Noir rosé juicy black cherry flavor
7632,light and bubbly wine with lemon flavor under $25
7633,cheap but good red wine with cherry flavor under $10
7634,sweet white wine Gewürztraminer with pear and floral notes from New York
7635,Napa chardonnay with green apple and oaky flavor under $20
7636,dry sparkling wine from Portugal good for aperitif
7637,sweet and fizzy Moscato wine that tastes like orange soda
7638,refreshing Sauvignon Blanc with melon and mineral flavors
7639,powerful Cabernet Sauvignon with tobacco and black olive notes
7640,"Dolcetto wine from Washington state, Columbia Valley"
7641,crisp Assyrtiko wine from Santorini Greece with citrus and mineral notes
7642,rich and flavorful Cava sparkling wine from Spain
7643,Chardonnay from Santa Maria Valley with apple and lime notes
7644,Xinomavro red wine from Greece with cherry and spice flavors
7645,delicious dry rose wine from Columbia Valley Washington
7646,crisp white Burgundy Chardonnay from Pouilly-Fuissé
7647,Pinot Noir red wine Premier Cru from Chassagne-Montrachet France
7648,best cheap tempranillo from Spain under $10
7649,Russian River Valley rosé wine for goat cheese salad
7650,Turkish Cabernet Sauvignon with cherry and spice flavors
7651,Sicilian red blend with blackberry and spice notes
7652,"Sonoma Zinfandel, fruity and balanced, good with food"
7653,organic carneros pinot noir with strawberry flavors
7654,Rich and fruity Chardonnay from Burgundy France
7655,smooth Spanish red wine Ribera del Duero
7656,"Italian red blend with cherry and spice, easy to drink"
7657,South African Sauvignon Blanc for oysters or fish
7658,California Sangiovese like a warm Merlot
7659,Bolgheri red blend with plum flavors under $15
7660,creamy white Bordeaux blend with floral aromas
7661,Napa Sauvignon Blanc good value sophisticated
7662,South African Cabernet Sauvignon for grilled meat
7663,Napa Meritage wine needs time to develop
7664,cheap spanish red wine similar to Beaujolais
7665,"Napa Cabernet Sauvignon under $30, smooth and dry"
7666,sweet Napa Cabernet Sauvignon with chocolate notes
7667,crisp Sauvignon Blanc for summer seafood pairing
7668,Edna Valley Chardonnay with lemon and mineral flavors
7669,smooth red blend from Navarra Spain with vanilla notes
7670,Tempranillo blend from Ribera del Duero for tapas
7671,"elegant South African Merlot, berry and spice flavors"
7672,light Tempranillo Cabernet blend from Spain
7673,"everyday Napa Pinot Noir, cola and cherry flavors"
7674,"powerful Bordeaux blend, not for food"
7675,jammy Pinot Noir from Paso Robles
7676,"earthy Sauvignon Blanc, good with food"
7677,"Australian Chardonnay under $15, nutty and peachy"
7678,sweet German Riesling with honey and tangerine notes
7679,cheap red wine from South Africa for everyday sipping
7680,South African white blend Chenin Blanc Sauvignon Blanc under $10
7681,light and fresh Rioja Crianza with strawberry and raspberry flavors
7682,"Rioja Reserva with plum and berry flavors, good value"
7683,"Fruity Bordeaux red blend that will age well, under $30"
7684,"Jammy Petite Sirah from California, easy to drink now"
7685,Mineral-driven white wine from Portugal with lime and lemon
7686,"Washington Riesling with baked apple flavors, not too sweet"
7687,"Washington Merlot with red and blue fruit, good value wine"
7688,"Fruity Saint-Émilion Merlot, ready to drink soon, under $50"
7689,"Complex and serious Bordeaux red blend from Sainte-Foy, good for aging"
7690,Smooth and fruity white Bordeaux blend under $20
7691,"Juicy Saint-Émilion Merlot with rich fruit, ready to drink soon"
7692,Dark and intense Bordeaux red blend from Margaux
7693,Firm and structured Bordeaux red blend from Lalande de Pomerol
7694,"Fruity Merlot Cabernet Sauvignon blend from Haut-Médoc, ready to drink in 2019"
7695,Fruity white Bordeaux blend with citrus and stone fruit flavors
7696,"Paso Robles GSM blend, fruity and sweet, under $30"
7697,"Beaujolais Gamay wine, fruity and crisp, drink after 2018"
7698,"Portuguese red wine, fruity with red berry flavors, around $25"
7699,"Unoaked Portuguese red, Douro region, ready to drink after 2020"
7700,"Santa Lucia Highlands Pinot Noir, red fruit and herbal notes, around $25"
7701,"Oregon Riesling, slightly sweet, with lemon and honeysuckle flavors"
7702,"Yakima Valley Cabernet Sauvignon, berry aromas, good value under $40"
7703,"Dry German Riesling, citrus flavors, high acidity, Mosel region"
7704,"Sonoma Coast Pinot Noir, earthy with strawberry and rhubarb notes, around $40"
7705,"Australian Chardonnay, pineapple and citrus flavors, easy to drink"
7706,"Beaujolais Chiroubles Gamay, rich black cherry flavors, under $20"
7707,"Willamette Valley Pinot Gris, apple, orange, and pine tar flavors"
7708,"Organic Bordeaux red blend, ripe black fruit, good structure, under $20"
7709,"Italian Nebbiolo, Valtellina Superiore, cherry and spice notes, around $35"
7710,"Portuguese red blend, Bairrada, ripe black fruits, good tannins, under $20"
7711,"Yakima Valley Gewürztraminer, lychee and floral aromas, off-dry, under $20"
7712,California Cabernet Sauvignon with chocolate and tobacco notes under $25
7713,Iron Horse Pinot Noir with cherry and spice notes
7714,Austrian Pinot Noir with red berry flavors
7715,Elegant Napa Pinot Noir with earthy and floral notes
7716,Sweet Chardonnay with vanilla and marshmallow flavors
7717,Rich Napa Cabernet Sauvignon with plum and cinnamon
7718,Crisp and refreshing Grüner Veltliner under $20
7719,Light and dry Riesling with citrus and stone fruit flavors
7720,Columbia Valley red blend with cherry and spice
7721,Powerful Napa Cabernet Sauvignon to age
7722,Columbia Valley Chardonnay with buttery and tropical notes
7723,Barolo Nebbiolo with dark fruit and oak flavors
7724,Mineral-driven Chardonnay from Russian River Valley
7725,Elegant red blend from Walla Walla Valley
7726,Washington Cabernet Sauvignon with coffee and dark fruit
7727,Spicy and tart Pinot Noir from Green Valley
7728,"California chardonnay with apple, pear, and peach flavors under $50"
7729,"Saracina Sauvignon Blanc Mendocino - dry, tangy, and subtle"
7730,"Columbia Valley Syrah with smoky and cherry notes, oaky"
7731,crisp austrian white wine with apple and lemon flavors
7732,Yakima Valley syrah with blackberry and cranberry
7733,Austrian red wine blueberry pie and spicy finish
7734,"Santa Barbara red blend, easy drinking, cherry and spice"
7735,"Austrian Riesling tropical and citrus notes, dry"
7736,Fruity Austrian red wine with cherry and pepper notes
7737,light and refreshing Sauvignon Blanc under $30
7738,"Rich, honeyed Marsanne from Rhone Valley, France"
7739,Rhone blend red wine with dark fruit and spice
7740,Rioja Gran Reserva with earthy and coffee notes
7741,smooth Syrah for red meat dinner
7742,Columbia Valley Chardonnay with butter and tropical fruit
7743,"Paso Robles red blend, rich and bold, black fruit flavors"
7744,Okanagan Valley red blend wine blueberry black cherry coffee notes under $35
7745,Austrian white wine pear fruit salad elegant soft under $50
7746,Barolo red wine dried cherry raspberry leather notes easy to drink
7747,Dry Grüner Veltliner with mellow flavors and spicy notes under $80
7748,"Paso Robles Syrah with blueberry mint and licorice flavors, high alcohol"
7749,Barolo red wine black cherry herb black pepper notes good tannins
7750,McLaren Vale Shiraz with blackberry vanilla campfire notes under $90
7751,Napa Valley Viognier creamy stone fruit vanilla balanced white wine
7752,Austrian Grüner Veltliner yellow plum peppery notes balanced wine
7753,Cahors Malbec eucalyptus perfumes smooth wood-aged wine needs aging under $50
7754,Late Harvest Gewürztraminer Columbia Valley sweet dessert wine
7755,Barbaresco red wine black cherry clove tobacco notes balanced tannins
7756,South African Chardonnay red apple peach pineapple oak spice notes under $30
7757,Delicate Barolo red wine strawberry raspberry licorice notes under $100
7758,Austrian Grüner Veltliner grapefruit zest fresh acidity balanced palate
7759,Grüner Veltliner white pepper lemony savory pear notes under $40
7760,Austrian red wine with cherry and spice notes around $50
7761,California Syrah with peppery and dark berry flavors under $60
7762,Walla Walla Syrah with coffee notes under $35
7763,Austrian Riesling with apricot and lemon flavors around $60
7764,crisp and refreshing Gruner Veltliner under $20
7765,Margaret River Chardonnay with peach and citrus flavors under $80
7766,port style dessert wine canada
7767,Walla Walla Dolcetto with plum and chocolate flavors under $30
7768,Columbia Valley Syrah blend under $20 good value
7769,Rosso di Montalcino with cherry and spice notes around $25
7770,Portuguese white wine with citrus and apple flavors under $20
7771,easy drinking Merlot plum and cherry flavors under $15
7772,Sonoma Sauvignon Blanc crisp and citrusy around $25
7773,Australian red blend berry flavors leather notes under $20
7774,complex white blend with citrus and apricot notes under $25
7775,Columbia Valley Syrah mountain berry herb spice under $20
7776,"Napa Cabernet Sauvignon with blackberry jam and chocolate notes, needs aging"
7777,"Columbia Valley Cabernet Sauvignon with chocolate, coffee, and oak flavors under $40"
7778,cheap and cheerful Spanish Tempranillo for everyday drinking
7779,"crisp, dry Sauvignon Blanc with lemon and grapefruit flavors under $15"
7780,"Paso Robles Petite Sirah with chocolate and blackberry, good value"
7781,ready to drink Spanish red wine with leather and caramel notes under $15
7782,light and easy drinking Pinot Noir with red fruit and spice flavors
7783,crisp white wine from Australia with pear and pineapple notes
7784,"Napa Chardonnay with pineapple and apple flavors, good acidity"
7785,"French Sauvignon Blanc with grapefruit and kumquat flavors, crisp acidity"
7786,fruity Cabernet Sauvignon from Columbia Valley under $15 for steak
7787,Australian Shiraz with oak and jammy fruit flavors under $20
7788,cheap Merlot Columbia Valley with beef and coffee hints
7789,mature Rioja Gran Reserva with cherry and spice flavors
7790,"Yakima Valley Cabernet Sauvignon with black cherry, cocoa, and coffee notes"
7791,"Lodi Shiraz with plum flavors, dry and enjoyable, best buy"
7792,Idaho Fumé Blanc under $15 with herbal and citrus notes
7793,Tasmanian Pinot Noir with leather and cherry notes under $40
7794,Australian Shiraz with plum and chocolate flavors easy to drink
7795,Red Blend from Tuscany with spice and strawberry notes
7796,Australian Shiraz with oaky vanilla and dried spice flavors
7797,smooth red wine with cherry flavor easy to drink now
7798,Spanish white blend crisp with lime and good acidity under $15
7799,Washington Syrah juicy and fruity for everyday drinking
7800,Pinot Noir Russian River Valley with berry and herb flavors
7801,Sweet Zinfandel dessert wine with raisin and blackberry flavors
7802,Cheap Spanish red wine with plum and leather notes
7803,Australian red blend with floral and cherry flavors for steak
7804,Columbia Valley Merlot with vanilla and dill notes needs aging
7805,Columbia Valley Gewürztraminer off-dry for spicy food under $10
7806,Gewürztraminer Columbia Valley fruity and versatile food wine
7807,Cabernet Franc Yorkville Highlands elegant and spicy
7808,Columbia Valley Chardonnay with tropical fruit notes and buttery oak
7809,Columbia Valley Cabernet Sauvignon with cherry and chocolate notes
7810,cheap Washington Riesling fruity and sweet
7811,crisp Spanish white wine for seafood
7812,"big, fruity California Cabernet Sauvignon"
7813,refreshing dry rosé with cherry and citrus notes
7814,easy drinking Grenache from Australia
7815,Paso Robles red blend with savory flavors
7816,"rich, dark Malbec from Mendoza Argentina"
7817,powerful Malbec with black fruit and chocolate notes
7818,San Luis Obispo Pinot Noir with smoky and spicy flavors
7819,Russian River Valley Pinot Noir with raspberry and cherry flavors
7820,dry Champagne with grapefruit and mineral notes
7821,Italian sparkling wine with floral and citrus aromas
7822,Stags Leap red blend with tobacco and leather notes
7823,Joseph Perrier Champagne good value
7824,expensive vintage champagne with toast and walnut flavors
7825,oregon chardonnay with pineapple and lime notes
7826,italian sparkling wine dry and elegant
7827,california chardonnay with grapefruit and mineral notes
7828,bold zinfandel napa valley mocha and blackberry
7829,austrian eiswein dessert wine apricot and caramel
7830,rose champagne for special occasion
7831,argentine malbec black cherry and chocolate flavors
7832,powerful and elegant malbec from Argentina
7833,california cabernet sauvignon plum and vanilla
7834,south african red blend cigar box and dark fruit
7835,california cabernet sauvignon cinnamon and currant
7836,"South African Red Blend, bold and balanced"
7837,russian river valley chardonnay tropical fruit notes
7838,mendocino pinot noir black currant full bodied
7839,california chardonnay for shellfish pairing
7840,Champagne Blanc de Blancs Brut under $150 with citrus and toast notes
7841,Napa Cabernet Sauvignon Private Reserve age-worthy blackberry licorice chocolate
7842,Franciacorta sparkling wine with bread crust and dried fruit flavors
7843,"Canadian Riesling Icewine with apple, peach, and honey flavors"
7844,"Sta. Rita Hills Chardonnay with lime, chalk, and minerality"
7845,cheap Pinot Noir California vegetal
7846,"Bordeaux red blend with spice and chocolate flavors, ready to drink"
7847,"California Cabernet Sauvignon with raspberry and cherry, easy drinking"
7848,"crisp Portuguese white wine with lemon, lime, pineapple flavors"
7849,light and fragrant Portuguese white wine with citrus and green apple
7850,"Chilean Pinot Noir with rubber and stewed plum flavors, not balanced"
7851,Sauvignon Blanc Casablanca Valley grapefruit spiced citrus
7852,Carneros Chardonnay oaky buttered toast butterscotch vanilla flavors
7853,Burgundy Pinot Noir with red cherries and jammy aftertaste under $25
7854,Santa Barbara Syrah high alcohol raisiny
7855,Oregon red blend Pinot Noir Syrah Merlot vanilla everyday wine
7856,light italian white wine with tropical fruit notes under $15
7857,california chardonnay oaky and crisp acidity
7858,portuguese sparkling wine fruity with apple and pear notes
7859,light and fruity white wine from Gascony France
7860,red blend paso robles raisin prune chocolate flavors
7861,smooth fruity white wine pineapple and white currant
7862,italian white wine tastes like beeswax and rock candy
7863,bordeaux red blend high acidity black currant flavors
7864,mature red wine bergerac strong tannins drink now
7865,cheap chardonnay melon peach and toast flavors
7866,california sparkling wine candied orange lemon lime flavors
7867,big dry syrah spring mountain blackberries tannins
7868,soft perfumed bordeaux red blend ready to drink
7869,oregon pinot noir earthy flavors barnyard whiff
7870,paso robles cabernet sauvignon cherries blackberries currants
7871,sweet vinho verde summer wine light fruity
7872,"Sonoma red blend with raspberry and cherry flavors, good for casual dinners"
7873,"Lodi Zinfandel with meaty, dark fruit flavors, needs time to open up"
7874,"Napa Cabernet Sauvignon with jam and chocolate flavors, dry and tannic"
7875,"Lodi Zinfandel with raspberry and blackberry, balanced and good acidity"
7876,"Napa Charbono wine, strawberry flavor, needs time to soften"
7877,"Italian Nebbiolo from Barbaresco with cherry and spice, needs aging"
7878,"Piedmont red blend, dried cherry and spice flavors, smooth tannins"
7879,"Italian white wine, Vermentino, tropical fruit flavors and creamy texture"
7880,"Barbaresco Nebbiolo, dark cherry and spice notes, velvety tannins"
7881,"Australian Shiraz under $20, cherry and plum with mocha notes"
7882,"Crisp and acidic Chardonnay from Burgundy, citrus and white fruit flavors"
7883,"Australian GSM blend, cola and cherry flavors, soft finish"
7884,"Oregon Pinot Noir, rose petals and cherry flavors, elegant and complex"
7885,"Portuguese Alvarinho, lemon and apple flavors, mineral texture"
7886,"Italian Red Blend, berry and spice flavors, full-bodied and structured"
7887,"Carneros Pinot Noir, black cherry and oak flavors, needs to breathe"
7888,"Calistoga Zinfandel with blackberry jam flavors, around $35"
7889,Portuguese red wine Alentejano region needs time to soften
7890,Petit Verdot from Portugal with dark fruit and tannins
7891,"Italian Nebbiolo Barbaresco cherry and spice, drink after 2018"
7892,Argentinian Malbec Vista Flores fruity and not oaky under $15
7893,Argentinian Malbec-Cabernet blend earthy and rich Salta region
7894,California Semillon Livermore Valley rare find honey and pear notes
7895,Santa Barbara Riesling lemon-lime mineral taste under $30
7896,Portuguese red wine Alentejano rich berry flavors under $15
7897,Australian GSM Barossa vanilla chocolate flavors easy tannins under $20
7898,Bulgarian Cabernet Sauvignon black cherry coffee notes affordable
7899,Colorado Cabernet Sauvignon Grand Valley dark berries tobacco vanilla
7900,Barbaresco Nebbiolo earthy anise notes under $30
7901,Barbaresco Nebbiolo earthy black cherry licorice long finish
7902,Burgundy Chardonnay Pouilly-Vinzelles mineral crisp green apple
7903,Bulgarian Chardonnay Danube River Plains citrus bright finish under $15
7904,"Burgundy Chardonnay with good acidity and fruity flavors, around $60"
7905,Cabernet Sauvignon Yakima Valley with chocolate and raspberry notes under $30
7906,"Australian Shiraz Cabernet blend under $15, smooth tannins"
7907,Columbia Valley red blend smoky and powerful under $25
7908,Italian Pinot Nero delicate and fruity under $25
7909,Pouilly-Fumé Sauvignon Blanc grapefruit and mineral notes
7910,Oaky Chardonnay Paso Robles tropical fruit flavors
7911,Columbia Valley Sauvignon Blanc peach and pineapple flavors under $15
7912,Washington Cinsault wine floral and peppery like Beaujolais
7913,Sonoma Coast Pinot Noir jammy cherry cola flavors
7914,Alexander Valley Merlot cherry chocolate flavors under $30
7915,Russian River Pinot Noir cola cherry flavors
7916,McLaren Vale Shiraz cherry herbal notes
7917,Tuscan red blend fruity and spicy under $30
7918,Colchagua Valley Cabernet Sauvignon minty and oaky around $20
7919,Italian dessert wine Vin Santo nutty and sweet
7920,New Zealand Syrah wine with black olive and plum flavors under $70
7921,"Austrian Grüner Veltliner with citrus and pear notes, around $35"
7922,cheap refreshing white wine grapefruit pineapple Finger Lakes New York
7923,Paso Robles red blend blackberry tar cedar flavors around $75
7924,"Virginia rosé wine with citrus and peach flavors, affordable price"
7925,"Central Otago Pinot Noir with caramel and cherry notes, good value"
7926,cheap crisp white wine Italy apple nectarine nutty flavors under $10
7927,Italian white wine floral citrus almond notes around $15
7928,"Red Mountain Malbec with coffee and dark cherry flavors, around $40"
7929,California Chardonnay that tastes like pastry vanilla creamy texture
7930,light and easy drinking Grüner Veltliner with pear flavors
7931,sweet Moscato wine tangerine lychee peach flavors USA
7932,Virginia rosé wine with strawberry raspberry flavors around $20
7933,"Paso Robles Viognier with peach and apricot flavors, chicken pairing"
7934,Italian white blend tropical fruit peach flavors Orvieto
7935,Provence rosé mineral acidity red fruits around $20
7936,Virginia Chardonnay under $20 with pear and peach flavors
7937,Provence white blend with tropical fruit and citrus notes
7938,cheap California Chardonnay with vanilla notes
7939,Burgundy Pinot Noir easy to drink red fruit
7940,fresh and crisp Chardonnay from Burgundy under $20
7941,California Zinfandel blackberry jam leathery finish
7942,refreshing summer rosé wine tart and zippy
7943,Marlborough Pinot Noir earthy and fruity
7944,Russian River Pinot Noir oaky and earthy
7945,Livermore Valley Cabernet Sauvignon dried fruit and spice
7946,Virginia Chardonnay crisp and fruity stainless steel
7947,Napa Cabernet Sauvignon with spice and blackberry flavors
7948,Washington Chardonnay apple and pear flavors under $20
7949,Tuscan red blend oak and spice
7950,New Zealand Pinot Noir earthy and tart
7951,Vernaccia di San Gimignano vanilla and almond
7952,"crisp, refreshing Italian white wine for salad"
7953,cheap and cheerful Italian white wine under $15
7954,"smooth, fruity Portuguese red wine ready to drink"
7955,"French rosé wine with grapefruit notes, screw cap"
7956,Napa Cabernet Franc with cherry and spice flavors
7957,"fruity Portuguese red wine, easy drinking, Douro region"
7958,crisp and fresh Provence rosé with herbal notes
7959,fruity and spicy Portuguese red wine with tannins
7960,Napa white blend with tropical fruit and minerality
7961,"California Pinot Noir with black cherry and oak, needs decanting"
7962,"aromatic white blend Paso Robles, apricot, honey"
7963,"rich, oaky Chardonnay California for buttery toast lovers"
7964,cheap but good Cabernet Sauvignon from Argentina under $10
7965,Russian River Zinfandel raspberry vanilla spice
7966,"Rhone blend, Chateauneuf-du-Pape, leathery, peppery"
7967,"Chateauneuf-du-Pape red blend, plums and cherries, easy tannins"
7968,easy drinking red wine Côtes du Rhône blend under $30
7969,crisp Portuguese white wine for summer under $15
7970,Soave Classico wine pairing with pasta and mozzarella
7971,California red blend cherry cola flavor easy to drink
7972,Prosecco with floral and peach aroma good for appetizer
7973,Russian River Pinot Noir with cherry and raspberry flavor
7974,Napa Merlot tastes like Zinfandel raspberry cherry flavor
7975,Côtes du Rhône red blend peppery and fruity under $15
7976,Champagne rosé light red-berry aromas for aperitif
7977,Bordeaux red blend chocolate black currant flavor under $20
7978,Bordeaux red blend salty mineral flavor black currant fruit
7979,Italian sparkling rosé wine delicate rose and berry aromas
7980,Sauvignon Blanc Russian River honey finish not too dry
7981,Cabernet Franc Carmel Valley cherry cola flavor easy drinking
